-117.09,32.66,46.0,844.0,147.0,423.0,161.0,3.375,NEAR OCEAN
-117.56,34.12,4.0,5351.0,1210.0,2988.0,1101.0,3.7973,INLAND
-118.87,34.19,23.0,2179.0,423.0,1338.0,406.0,5.5224,<1H OCEAN
-122.71,38.4,17.0,1690.0,464.0,833.0,445.0,1.439,<1H OCEAN
-121.99,37.97,28.0,2839.0,428.0,1372.0,443.0,6.2135,INLAND
-117.27,33.92,13.0,8443.0,1744.0,4885.0,1470.0,3.0907,INLAND
-122.25,37.48,45.0,2743.0,390.0,974.0,400.0,7.1621,NEAR OCEAN
-121.9,37.44,12.0,4228.0,734.0,2594.0,732.0,6.6086,<1H OCEAN
-117.67,33.67,5.0,10534.0,2035.0,4656.0,1863.0,5.7797,<1H OCEAN
-122.53,37.89,35.0,4127.0,689.0,1596.0,707.0,5.9073,NEAR BAY
-117.12,34.06,38.0,281.0,55.0,151.0,52.0,1.3906,INLAND
-121.29,38.13,20.0,3168.0,514.0,1390.0,490.0,5.0,INLAND
-121.07,39.15,15.0,6828.0,1319.0,3002.0,1318.0,2.4726,INLAND
-122.04,38.68,26.0,1113.0,222.0,689.0,234.0,3.0486,INLAND
-120.43,34.69,33.0,2054.0,373.0,1067.0,358.0,3.6023,NEAR OCEAN
-121.76,38.57,11.0,15018.0,3008.0,7984.0,2962.0,3.1371,INLAND
-118.36,33.96,37.0,2146.0,573.0,2009.0,592.0,3.6583,<1H OCEAN
-120.9,37.76,20.0,570.0,112.0,304.0,108.0,2.2024,INLAND
-118.08,34.1,32.0,2830.0,645.0,1500.0,527.0,3.0819,<1H OCEAN
-122.46,37.71,52.0,1580.0,337.0,1425.0,330.0,4.0547,NEAR OCEAN
-118.36,33.88,31.0,2518.0,543.0,1107.0,508.0,4.7404,<1H OCEAN
-117.8,34.15,14.0,7876.0,1253.0,3699.0,1162.0,5.5423,INLAND
-116.24,33.72,25.0,5236.0,1039.0,2725.0,935.0,3.775,INLAND
-120.6,35.11,17.0,2495.0,524.0,1292.0,501.0,2.2625,<1H OCEAN
-118.31,34.02,46.0,2217.0,489.0,1227.0,448.0,1.6851,<1H OCEAN
-116.99,33.92,26.0,503.0,69.0,293.0,59.0,3.7083,INLAND
-119.91,34.4,24.0,2001.0,365.0,1170.0,330.0,6.0992,NEAR OCEAN
-117.46,34.1,35.0,908.0,226.0,667.0,203.0,2.5833,INLAND
-118.34,34.03,48.0,1426.0,331.0,784.0,356.0,1.6581,<1H OCEAN
-118.08,33.95,37.0,1743.0,348.0,1328.0,354.0,3.0944,<1H OCEAN
-122.0,37.4,17.0,5121.0,1017.0,1470.0,968.0,2.9706,<1H OCEAN
-117.31,34.02,18.0,1634.0,274.0,899.0,285.0,5.2139,INLAND
-122.31,38.33,26.0,2155.0,339.0,956.0,365.0,4.0132,NEAR BAY
-122.5,37.59,36.0,1521.0,253.0,736.0,241.0,4.3542,NEAR OCEAN
-118.28,34.11,52.0,1803.0,437.0,787.0,388.0,4.5781,<1H OCEAN
-121.97,37.97,24.0,1330.0,183.0,656.0,205.0,5.0092,INLAND
-116.97,32.83,17.0,6659.0,1402.0,3183.0,1378.0,2.949,<1H OCEAN
-118.39,34.14,19.0,5076.0,1034.0,2021.0,960.0,5.5683,<1H OCEAN
-119.31,36.34,14.0,2985.0,607.0,2250.0,607.0,2.1602,INLAND
-118.37,34.07,39.0,2309.0,526.0,870.0,546.0,3.1677,<1H OCEAN
-118.04,33.75,16.0,3757.0,650.0,1291.0,614.0,5.2001,<1H OCEAN
-121.31,38.58,10.0,2421.0,580.0,962.0,497.0,2.5035,INLAND
-117.34,34.08,33.0,4924.0,1007.0,3502.0,953.0,3.233,INLAND
-124.1,40.9,18.0,4032.0,798.0,1948.0,775.0,2.7321,NEAR OCEAN
-117.88,34.12,34.0,912.0,165.0,522.0,150.0,4.0417,<1H OCEAN
-118.18,34.13,52.0,2228.0,475.0,1311.0,452.0,3.5341,<1H OCEAN
-121.03,39.14,10.0,3138.0,524.0,1275.0,511.0,4.0775,INLAND
-122.47,37.69,30.0,837.0,213.0,606.0,199.0,4.875,NEAR OCEAN
-117.97,33.75,26.0,3361.0,722.0,2709.0,648.0,3.9107,<1H OCEAN
-118.16,34.06,27.0,1675.0,274.0,785.0,275.0,5.828,<1H OCEAN
-118.24,33.89,34.0,1479.0,332.0,1166.0,322.0,2.6165,<1H OCEAN
-116.15,34.14,18.0,3312.0,705.0,1251.0,512.0,3.0139,INLAND
-117.04,32.77,21.0,1824.0,447.0,962.0,431.0,2.7826,<1H OCEAN
-118.35,34.04,36.0,1956.0,601.0,1672.0,546.0,1.8685,<1H OCEAN
-117.65,34.12,27.0,2298.0,340.0,1071.0,369.0,6.5587,INLAND
-117.12,32.78,4.0,2782.0,817.0,1309.0,787.0,4.2621,NEAR OCEAN
-118.35,34.13,39.0,1610.0,278.0,511.0,278.0,4.3333,<1H OCEAN
-118.37,33.82,36.0,2463.0,447.0,1125.0,424.0,6.0176,<1H OCEAN
-121.85,37.33,19.0,735.0,158.0,597.0,134.0,4.5208,<1H OCEAN
-121.83,37.27,8.0,4454.0,1058.0,2595.0,1027.0,4.5615,<1H OCEAN
-121.59,39.74,17.0,1646.0,330.0,750.0,344.0,2.3798,INLAND
-118.44,34.29,35.0,2606.0,447.0,1555.0,404.0,4.6864,<1H OCEAN
-117.22,34.15,9.0,2524.0,352.0,1139.0,362.0,6.2516,INLAND
-117.83,33.83,23.0,2775.0,547.0,1226.0,510.0,3.6707,<1H OCEAN
-117.8,33.52,50.0,1152.0,341.0,519.0,225.0,3.053,<1H OCEAN
-120.84,37.53,14.0,3643.0,706.0,2070.0,697.0,3.1523,INLAND
-117.93,33.93,33.0,1626.0,378.0,1062.0,356.0,2.1944,<1H OCEAN
-117.67,33.57,18.0,1614.0,210.0,692.0,209.0,7.9294,<1H OCEAN
-117.97,33.77,25.0,1295.0,417.0,856.0,342.0,2.7157,<1H OCEAN
-118.09,34.07,31.0,1054.0,252.0,1032.0,258.0,2.3424,<1H OCEAN
-123.08,38.38,28.0,3297.0,676.0,923.0,373.0,3.9167,NEAR OCEAN
-122.1,37.63,29.0,2172.0,435.0,1377.0,408.0,3.7895,NEAR BAY
-118.48,34.03,39.0,1530.0,401.0,1074.0,375.0,3.5076,<1H OCEAN
-120.61,35.13,16.0,3431.0,721.0,1777.0,701.0,2.7301,<1H OCEAN
-118.19,33.79,37.0,1834.0,551.0,1967.0,476.0,2.137,NEAR OCEAN
-117.87,33.99,21.0,2837.0,515.0,2031.0,555.0,4.9271,<1H OCEAN
-120.68,35.51,17.0,1701.0,298.0,941.0,293.0,4.3218,<1H OCEAN
-117.29,33.04,30.0,2750.0,555.0,1281.0,520.0,4.7333,NEAR OCEAN
-118.1,34.13,44.0,1745.0,237.0,693.0,248.0,9.7912,<1H OCEAN
-121.39,38.59,33.0,2091.0,468.0,1053.0,470.0,2.2264,INLAND
